WKT,Join_Count,TARGET_FID,OPEN_LAND,RESIDENTIA,COMMERCIAL,COMMERC_01,INDUSTRIAL
"MULTIPOLYGON (((271557.6981 2107469.3855,271357.6981 2107469.3855,271257.6981 2107642.5906,271357.6981 2107815.7957,271557.6981 2107815.7957,271657.6981 2107642.5906,271557.6981 2107469.3855)))",3,24,158033.3333,268166.6667,312066.6667,389433.3333,268166.6667
"MULTIPOLYGON (((271557.6981 2110240.6668,271357.6981 2110240.6668,271257.6981 2110413.8719,271357.6981 2110587.077,271557.6981 2110587.077,271657.6981 2110413.8719,271557.6981 2110240.6668)))",3,25,193733.3333,314866.6667,358133.3333,456766.6667,314866.6667
"MULTIPOLYGON (((274557.6981 2110240.6668,274357.6981 2110240.6668,274257.6981 2110413.8719,274357.6981 2110587.077,274557.6981 2110587.077,274657.6981 2110413.8719,274557.6981 2110240.6668)))",2,26,139450,230950,275050,334750,230950
"MULTIPOLYGON (((277257.6981 2110067.4617,277057.6981 2110067.4617,276957.6981 2110240.6668,277057.6981 2110413.8719,277257.6981 2110413.8719,277357.6981 2110240.6668,277257.6981 2110067.4617)))",4,27,33000,74675,91725,119600,79450
"MULTIPOLYGON (((280257.6981 2110067.4617,280057.6981 2110067.4617,279957.6981 2110240.6668,280057.6981 2110413.8719,280257.6981 2110413.8719,280357.6981 2110240.6668,280257.6981 2110067.4617)))",2,28,54150,106500,129200,190100,113700
"MULTIPOLYGON (((280257.6981 2113185.1532,280057.6981 2113185.1532,279957.6981 2113358.3583,280057.6981 2113531.5634,280257.6981 2113531.5634,280357.6981 2113358.3583,280257.6981 2113185.1532)))",3,29,70700,128633.3333,150666.6667,186566.6667,128633.3333
"MULTIPOLYGON (((277257.6981 2113185.1532,277057.6981 2113185.1532,276957.6981 2113358.3583,277057.6981 2113531.5634,277257.6981 2113531.5634,277357.6981 2113358.3583,277257.6981 2113185.1532)))",3,30,61133.33333,114033.3333,127266.6667,160833.3333,114033.3333
"MULTIPOLYGON (((274557.6981 2113011.9481,274357.6981 2113011.9481,274257.6981 2113185.1532,274357.6981 2113358.3583,274557.6981 2113358.3583,274657.6981 2113185.1532,274557.6981 2113011.9481)))",3,31,59233.33333,117333.3333,133933.3333,166866.6667,122800
"MULTIPOLYGON (((271557.6981 2113011.9481,271357.6981 2113011.9481,271257.6981 2113185.1532,271357.6981 2113358.3583,271557.6981 2113358.3583,271657.6981 2113185.1532,271557.6981 2113011.9481)))",1,32,214700,351300,386500,507300,351300
"MULTIPOLYGON (((271557.6981 2115783.2294,271357.6981 2115783.2294,271257.6981 2115956.4345,271357.6981 2116129.6396,271557.6981 2116129.6396,271657.6981 2115956.4345,271557.6981 2115783.2294)))",5,33,120680,200320,242040,300840,200320
"MULTIPOLYGON (((274557.6981 2115783.2294,274357.6981 2115783.2294,274257.6981 2115956.4345,274357.6981 2116129.6396,274557.6981 2116129.6396,274657.6981 2115956.4345,274557.6981 2115783.2294)))",4,34,60350,118075,139775,199750,119075
"MULTIPOLYGON (((277257.6981 2115956.4345,277057.6981 2115956.4345,276957.6981 2116129.6396,277057.6981 2116302.8447,277257.6981 2116302.8447,277357.6981 2116129.6396,277257.6981 2115956.4345)))",2,35,63600,115550,139300,174800,118400
"MULTIPOLYGON (((282957.6981 2115783.2294,282757.6981 2115783.2294,282657.6981 2115956.4345,282757.6981 2116129.6396,282957.6981 2116129.6396,283057.6981 2115956.4345,282957.6981 2115783.2294)))",1,36,74000,141200,162200,202900,141200
"MULTIPOLYGON (((282957.6981 2118900.9209,282757.6981 2118900.9209,282657.6981 2119074.1259,282757.6981 2119247.331,282957.6981 2119247.331,283057.6981 2119074.1259,282957.6981 2118900.9209)))",2,37,70750,130900,145650,182400,130900
"MULTIPOLYGON (((277257.6981 2118727.7157,277057.6981 2118727.7157,276957.6981 2118900.9209,277057.6981 2119074.1259,277257.6981 2119074.1259,277357.6981 2118900.9209,277257.6981 2118727.7157)))",3,38,36433.33333,75300,86233.33333,112733.3333,75300
"MULTIPOLYGON (((274557.6981 2118900.9209,274357.6981 2118900.9209,274257.6981 2119074.1259,274357.6981 2119247.331,274557.6981 2119247.331,274657.6981 2119074.1259,274557.6981 2118900.9209)))",3,39,54033.33333,115166.6667,144066.6667,208000,120766.6667
"MULTIPOLYGON (((271557.6981 2118900.9209,271357.6981 2118900.9209,271257.6981 2119074.1259,271357.6981 2119247.331,271557.6981 2119247.331,271657.6981 2119074.1259,271557.6981 2118900.9209)))",2,40,48000,98650,111500,150500,98650
"MULTIPOLYGON (((268857.6981 2118727.7157,268657.6981 2118727.7157,268557.6981 2118900.9209,268657.6981 2119074.1259,268857.6981 2119074.1259,268957.6981 2118900.9209,268857.6981 2118727.7157)))",2,41,24200,65250,80500,98600,65250
"MULTIPOLYGON (((268857.6981 2121498.997,268657.6981 2121498.997,268557.6981 2121672.2022,268657.6981 2121845.4072,268857.6981 2121845.4072,268957.6981 2121672.2022,268857.6981 2121498.997)))",2,42,29100,67550,80350,96450,67550
"MULTIPOLYGON (((274557.6981 2121672.2022,274357.6981 2121672.2022,274257.6981 2121845.4072,274357.6981 2122018.6123,274557.6981 2122018.6123,274657.6981 2121845.4072,274557.6981 2121672.2022)))",6,43,57483.33333,115800,143350,177383.3333,115800
"MULTIPOLYGON (((277257.6981 2121498.997,277057.6981 2121498.997,276957.6981 2121672.2022,277057.6981 2121845.4072,277257.6981 2121845.4072,277357.6981 2121672.2022,277257.6981 2121498.997)))",2,44,48900,108550,132350,162900,108550
"MULTIPOLYGON (((285957.6981 2121672.2022,285757.6981 2121672.2022,285657.6981 2121845.4072,285757.6981 2122018.6123,285957.6981 2122018.6123,286057.6981 2121845.4072,285957.6981 2121672.2022)))",2,45,54750,110800,134650,200650,110800
"MULTIPOLYGON (((277257.6981 2124616.6885,277057.6981 2124616.6885,276957.6981 2124789.8936,277057.6981 2124963.0987,277257.6981 2124963.0987,277357.6981 2124789.8936,277257.6981 2124616.6885)))",4,46,77750,143700,181500,223150,143700
"MULTIPOLYGON (((274557.6981 2124443.4834,274357.6981 2124443.4834,274257.6981 2124616.6885,274357.6981 2124789.8936,274557.6981 2124789.8936,274657.6981 2124616.6885,274557.6981 2124443.4834)))",1,47,66600,131900,164800,197600,131900
"MULTIPOLYGON (((271557.6981 2124443.4834,271357.6981 2124443.4834,271257.6981 2124616.6885,271357.6981 2124789.8936,271557.6981 2124789.8936,271657.6981 2124616.6885,271557.6981 2124443.4834)))",3,48,53533.33333,105833.3333,124233.3333,144766.6667,105833.3333
"MULTIPOLYGON (((271557.6981 2127214.7647,271357.6981 2127214.7647,271257.6981 2127387.9698,271357.6981 2127561.1749,271557.6981 2127561.1749,271657.6981 2127387.9698,271557.6981 2127214.7647)))",1,49,41000,86900,103700,124400,86900
"MULTIPOLYGON (((274557.6981 2127214.7647,274357.6981 2127214.7647,274257.6981 2127387.9698,274357.6981 2127561.1749,274557.6981 2127561.1749,274657.6981 2127387.9698,274557.6981 2127214.7647)))",8,50,58625,112500,160037.5,216175,112500
"MULTIPOLYGON (((274557.6981 2130332.4562,274357.6981 2130332.4562,274257.6981 2130505.6612,274357.6981 2130678.8664,274557.6981 2130678.8664,274657.6981 2130505.6612,274557.6981 2130332.4562)))",3,51,52800,113200,155933.3333,197600,113233.3333
"MULTIPOLYGON (((268857.6981 2130159.2511,268657.6981 2130159.2511,268557.6981 2130332.4562,268657.6981 2130505.6612,268857.6981 2130505.6612,268957.6981 2130332.4562,268857.6981 2130159.2511)))",1,52,18100,40200,44500,55600,40200
"MULTIPOLYGON (((276057.6981 2130852.0714,275857.6981 2130852.0714,275757.6981 2131025.2765,275857.6981 2131198.4816,276057.6981 2131198.4816,276157.6981 2131025.2765,276057.6981 2130852.0714)))",1,53,47300,104900,138800,172900,107800
"MULTIPOLYGON (((274557.6981 2131025.2765,274357.6981 2131025.2765,274257.6981 2131198.4816,274357.6981 2131371.6867,274557.6981 2131371.6867,274657.6981 2131198.4816,274557.6981 2131025.2765)))",2,54,34900,53450,64250,86450,53450
"MULTIPOLYGON (((268857.6981 2130852.0714,268657.6981 2130852.0714,268557.6981 2131025.2765,268657.6981 2131198.4816,268857.6981 2131198.4816,268957.6981 2131025.2765,268857.6981 2130852.0714)))",1,55,18100,40200,44500,55600,40200
"MULTIPOLYGON (((267357.6981 2131025.2765,267157.6981 2131025.2765,267057.6981 2131198.4816,267157.6981 2131371.6867,267357.6981 2131371.6867,267457.6981 2131198.4816,267357.6981 2131025.2765)))",1,56,18100,40200,44500,55600,40200
"MULTIPOLYGON (((267357.6981 2129639.6359,267157.6981 2129639.6359,267057.6981 2129812.841,267157.6981 2129986.046,267357.6981 2129986.046,267457.6981 2129812.841,267357.6981 2129639.6359)))",1,57,18100,40200,44500,55600,40200
"MULTIPOLYGON (((268857.6981 2129466.4308,268657.6981 2129466.4308,268557.6981 2129639.6359,268657.6981 2129812.841,268857.6981 2129812.841,268957.6981 2129639.6359,268857.6981 2129466.4308)))",1,58,18100,40200,44500,55600,40200
"MULTIPOLYGON (((274557.6981 2129639.6359,274357.6981 2129639.6359,274257.6981 2129812.841,274357.6981 2129986.046,274557.6981 2129986.046,274657.6981 2129812.841,274557.6981 2129639.6359)))",1,59,50000,110300,167000,226200,110400
"MULTIPOLYGON (((276057.6981 2129466.4308,275857.6981 2129466.4308,275757.6981 2129639.6359,275857.6981 2129812.841,276057.6981 2129812.841,276157.6981 2129639.6359,276057.6981 2129466.4308)))",2,60,43700,96600,127450,159300,97150
"MULTIPOLYGON (((276057.6981 2128080.7901,275857.6981 2128080.7901,275757.6981 2128253.9952,275857.6981 2128427.2003,276057.6981 2128427.2003,276157.6981 2128253.9952,276057.6981 2128080.7901)))",1,61,48400,105600,167100,228800,105600
"MULTIPOLYGON (((274557.6981 2127907.5851,274357.6981 2127907.5851,274257.6981 2128080.7901,274357.6981 2128253.9952,274557.6981 2128253.9952,274657.6981 2128080.7901,274557.6981 2127907.5851)))",4,62,59550,114675,164450,216600,114675
"MULTIPOLYGON (((273057.6981 2128080.7901,272857.6981 2128080.7901,272757.6981 2128253.9952,272857.6981 2128427.2003,273057.6981 2128427.2003,273157.6981 2128253.9952,273057.6981 2128080.7901)))",4,63,43825,98850,121125,162900,98850
"MULTIPOLYGON (((271557.6981 2127907.5851,271357.6981 2127907.5851,271257.6981 2128080.7901,271357.6981 2128253.9952,271557.6981 2128253.9952,271657.6981 2128080.7901,271557.6981 2127907.5851)))",3,64,53300,106033.3333,134966.6667,167233.3333,106033.3333
"MULTIPOLYGON (((267357.6981 2127907.5851,267157.6981 2127907.5851,267057.6981 2128080.7901,267157.6981 2128253.9952,267357.6981 2128253.9952,267457.6981 2128080.7901,267357.6981 2127907.5851)))",1,65,17500,40900,50700,64300,42700
"MULTIPOLYGON (((267357.6981 2126521.9444,267157.6981 2126521.9444,267057.6981 2126695.1495,267157.6981 2126868.3546,267357.6981 2126868.3546,267457.6981 2126695.1495,267357.6981 2126521.9444)))",1,66,16400,42800,59600,63300,42800
"MULTIPOLYGON (((271557.6981 2126521.9444,271357.6981 2126521.9444,271257.6981 2126695.1495,271357.6981 2126868.3546,271557.6981 2126868.3546,271657.6981 2126695.1495,271557.6981 2126521.9444)))",1,67,46500,92600,107000,123200,92600
"MULTIPOLYGON (((273057.6981 2126695.1495,272857.6981 2126695.1495,272757.6981 2126868.3546,272857.6981 2127041.5597,273057.6981 2127041.5597,273157.6981 2126868.3546,273057.6981 2126695.1495)))",2,68,50300,108050,149850,193200,108050
"MULTIPOLYGON (((274557.6981 2126521.9444,274357.6981 2126521.9444,274257.6981 2126695.1495,274357.6981 2126868.3546,274557.6981 2126868.3546,274657.6981 2126695.1495,274557.6981 2126521.9444)))",8,69,56175,110075,156787.5,199975,110075
"MULTIPOLYGON (((276057.6981 2126695.1495,275857.6981 2126695.1495,275757.6981 2126868.3546,275857.6981 2127041.5597,276057.6981 2127041.5597,276157.6981 2126868.3546,276057.6981 2126695.1495)))",1,70,64400,139300,176500,213800,139300
"MULTIPOLYGON (((277257.6981 2125309.5089,277057.6981 2125309.5089,276957.6981 2125482.7139,277057.6981 2125655.919,277257.6981 2125655.919,277357.6981 2125482.7139,277257.6981 2125309.5089)))",2,71,60200,101650,99500,156850,75250
"MULTIPOLYGON (((275757.6981 2125136.3038,275557.6981 2125136.3038,275457.6981 2125309.5089,275557.6981 2125482.7139,275757.6981 2125482.7139,275857.6981 2125309.5089,275757.6981 2125136.3038)))",2,72,82500,148900,202200,259650,148900
"MULTIPOLYGON (((274557.6981 2125136.3038,274357.6981 2125136.3038,274257.6981 2125309.5089,274357.6981 2125482.7139,274557.6981 2125482.7139,274657.6981 2125309.5089,274557.6981 2125136.3038)))",3,73,64800,128166.6667,164066.6667,209300,128166.6667
"MULTIPOLYGON (((273057.6981 2125309.5089,272857.6981 2125309.5089,272757.6981 2125482.7139,272857.6981 2125655.919,273057.6981 2125655.919,273157.6981 2125482.7139,273057.6981 2125309.5089)))",1,74,59500,113500,149500,186400,113500
"MULTIPOLYGON (((271557.6981 2125136.3038,271357.6981 2125136.3038,271257.6981 2125309.5089,271357.6981 2125482.7139,271557.6981 2125482.7139,271657.6981 2125309.5089,271557.6981 2125136.3038)))",1,75,46500,92600,107000,123200,92600
"MULTIPOLYGON (((270357.6981 2125136.3038,270157.6981 2125136.3038,270057.6981 2125309.5089,270157.6981 2125482.7139,270357.6981 2125482.7139,270457.6981 2125309.5089,270357.6981 2125136.3038)))",1,76,53300,118200,139500,174000,110300
"MULTIPOLYGON (((267357.6981 2125136.3038,267157.6981 2125136.3038,267057.6981 2125309.5089,267157.6981 2125482.7139,267357.6981 2125482.7139,267457.6981 2125309.5089,267357.6981 2125136.3038)))",1,77,16400,42800,59600,63300,42800
"MULTIPOLYGON (((267357.6981 2123750.6631,267157.6981 2123750.6631,267057.6981 2123923.8682,267157.6981 2124097.0733,267357.6981 2124097.0733,267457.6981 2123923.8682,267357.6981 2123750.6631)))",1,78,16400,42800,59600,63300,42800
"MULTIPOLYGON (((268857.6981 2123923.8682,268657.6981 2123923.8682,268557.6981 2124097.0733,268657.6981 2124270.2784,268857.6981 2124270.2784,268957.6981 2124097.0733,268857.6981 2123923.8682)))",3,79,25000,59333.33333,72500,88600,59333.33333
"MULTIPOLYGON (((270357.6981 2123750.6631,270157.6981 2123750.6631,270057.6981 2123923.8682,270157.6981 2124097.0733,270357.6981 2124097.0733,270457.6981 2123923.8682,270357.6981 2123750.6631)))",2,80,42900,82250,96150,113200,82250
"MULTIPOLYGON (((271557.6981 2123750.6631,271357.6981 2123750.6631,271257.6981 2123923.8682,271357.6981 2124097.0733,271557.6981 2124097.0733,271657.6981 2123923.8682,271557.6981 2123750.6631)))",3,81,49733.33333,90166.66667,103800,121166.6667,90166.66667
"MULTIPOLYGON (((273057.6981 2123923.8682,272857.6981 2123923.8682,272757.6981 2124097.0733,272857.6981 2124270.2784,273057.6981 2124270.2784,273157.6981 2124097.0733,273057.6981 2123923.8682)))",1,82,68000,131200,145500,196800,131200
"MULTIPOLYGON (((274557.6981 2123750.6631,274357.6981 2123750.6631,274257.6981 2123923.8682,274357.6981 2124097.0733,274557.6981 2124097.0733,274657.6981 2123923.8682,274557.6981 2123750.6631)))",2,83,61750,123850,156550,191150,123850
"MULTIPOLYGON (((275757.6981 2123750.6631,275557.6981 2123750.6631,275457.6981 2123923.8682,275557.6981 2124097.0733,275757.6981 2124097.0733,275857.6981 2123923.8682,275757.6981 2123750.6631)))",1,84,71800,137800,148400,165400,137800
"MULTIPOLYGON (((277257.6981 2123923.8682,277057.6981 2123923.8682,276957.6981 2124097.0733,277057.6981 2124270.2784,277257.6981 2124270.2784,277357.6981 2124097.0733,277257.6981 2123923.8682)))",2,85,58650,118750,142050,171300,118750
"MULTIPOLYGON (((284457.6981 2122191.8174,284257.6981 2122191.8174,284157.6981 2122365.0225,284257.6981 2122538.2276,284457.6981 2122538.2276,284557.6981 2122365.0225,284457.6981 2122191.8174)))",3,86,65100,120833.3333,140800,183300,120833.3333
"MULTIPOLYGON (((277257.6981 2122191.8174,277057.6981 2122191.8174,276957.6981 2122365.0225,277057.6981 2122538.2276,277257.6981 2122538.2276,277357.6981 2122365.0225,277257.6981 2122191.8174)))",1,87,37300,83200,101300,126600,83200
"MULTIPOLYGON (((275757.6981 2122365.0225,275557.6981 2122365.0225,275457.6981 2122538.2276,275557.6981 2122711.4326,275757.6981 2122711.4326,275857.6981 2122538.2276,275757.6981 2122365.0225)))",3,88,37666.66667,86000,104966.6667,130033.3333,86000
"MULTIPOLYGON (((274557.6981 2122365.0225,274357.6981 2122365.0225,274257.6981 2122538.2276,274357.6981 2122711.4326,274557.6981 2122711.4326,274657.6981 2122538.2276,274557.6981 2122365.0225)))",2,89,49200,98200,133100,172950,98200
"MULTIPOLYGON (((273057.6981 2122191.8174,272857.6981 2122191.8174,272757.6981 2122365.0225,272857.6981 2122538.2276,273057.6981 2122538.2276,273157.6981 2122365.0225,273057.6981 2122191.8174)))",1,90,53000,114400,153600,193400,115000
"MULTIPOLYGON (((270357.6981 2122365.0225,270157.6981 2122365.0225,270057.6981 2122538.2276,270157.6981 2122711.4326,270357.6981 2122711.4326,270457.6981 2122538.2276,270357.6981 2122365.0225)))",1,91,38600,85700,102300,122900,85700
"MULTIPOLYGON (((268857.6981 2122191.8174,268657.6981 2122191.8174,268557.6981 2122365.0225,268657.6981 2122538.2276,268857.6981 2122538.2276,268957.6981 2122365.0225,268857.6981 2122191.8174)))",2,92,29100,67550,80350,96450,67550
"MULTIPOLYGON (((273057.6981 2120806.1768,272857.6981 2120806.1768,272757.6981 2120979.3818,272857.6981 2121152.5869,273057.6981 2121152.5869,273157.6981 2120979.3818,273057.6981 2120806.1768)))",1,93,71000,131600,176600,218300,131600
"MULTIPOLYGON (((274557.6981 2120979.3818,274357.6981 2120979.3818,274257.6981 2121152.5869,274357.6981 2121325.792,274557.6981 2121325.792,274657.6981 2121152.5869,274557.6981 2120979.3818)))",3,94,63833.33333,124033.3333,163233.3333,206066.6667,125400
"MULTIPOLYGON (((276057.6981 2120806.1768,275857.6981 2120806.1768,275757.6981 2120979.3818,275857.6981 2121152.5869,276057.6981 2121152.5869,276157.6981 2120979.3818,276057.6981 2120806.1768)))",2,95,103950,173000,202950,249650,173000
"MULTIPOLYGON (((277257.6981 2120806.1768,277057.6981 2120806.1768,276957.6981 2120979.3818,277057.6981 2121152.5869,277257.6981 2121152.5869,277357.6981 2120979.3818,277257.6981 2120806.1768)))",2,96,48900,108550,132350,162900,108550
"MULTIPOLYGON (((282957.6981 2120979.3818,282757.6981 2120979.3818,282657.6981 2121152.5869,282757.6981 2121325.792,282957.6981 2121325.792,283057.6981 2121152.5869,282957.6981 2120979.3818)))",1,97,66100,127900,165500,207700,127900
"MULTIPOLYGON (((284457.6981 2120806.1768,284257.6981 2120806.1768,284157.6981 2120979.3818,284257.6981 2121152.5869,284457.6981 2121152.5869,284557.6981 2120979.3818,284457.6981 2120806.1768)))",2,98,56050,109900,133300,189550,109900
"MULTIPOLYGON (((285957.6981 2120979.3818,285757.6981 2120979.3818,285657.6981 2121152.5869,285757.6981 2121325.792,285957.6981 2121325.792,286057.6981 2121152.5869,285957.6981 2120979.3818)))",2,99,57000,114200,125550,212850,114200
"MULTIPOLYGON (((284457.6981 2119420.5361,284257.6981 2119420.5361,284157.6981 2119593.7412,284257.6981 2119766.9463,284457.6981 2119766.9463,284557.6981 2119593.7412,284457.6981 2119420.5361)))",5,100,62320,123940,166160,229000,138300
"MULTIPOLYGON (((282957.6981 2119593.7412,282757.6981 2119593.7412,282657.6981 2119766.9463,282757.6981 2119940.1513,282957.6981 2119940.1513,283057.6981 2119766.9463,282957.6981 2119593.7412)))",2,101,70750,130900,145650,182400,130900
"MULTIPOLYGON (((281757.6981 2119593.7412,281557.6981 2119593.7412,281457.6981 2119766.9463,281557.6981 2119940.1513,281757.6981 2119940.1513,281857.6981 2119766.9463,281757.6981 2119593.7412)))",1,102,19300,49500,58100,69900,49500
"MULTIPOLYGON (((277257.6981 2119420.5361,277057.6981 2119420.5361,276957.6981 2119593.7412,277057.6981 2119766.9463,277257.6981 2119766.9463,277357.6981 2119593.7412,277257.6981 2119420.5361)))",1,103,21200,51000,63300,87600,51000
"MULTIPOLYGON (((276057.6981 2119420.5361,275857.6981 2119420.5361,275757.6981 2119593.7412,275857.6981 2119766.9463,276057.6981 2119766.9463,276157.6981 2119593.7412,276057.6981 2119420.5361)))",2,104,33600,82750,114650,152650,82550
"MULTIPOLYGON (((274557.6981 2119593.7412,274357.6981 2119593.7412,274257.6981 2119766.9463,274357.6981 2119940.1513,274557.6981 2119940.1513,274657.6981 2119766.9463,274557.6981 2119593.7412)))",2,105,81350,144350,165450,232900,152950
"MULTIPOLYGON (((273057.6981 2119420.5361,272857.6981 2119420.5361,272757.6981 2119593.7412,272857.6981 2119766.9463,273057.6981 2119766.9463,273157.6981 2119593.7412,273057.6981 2119420.5361)))",2,106,75650,127750,173900,217300,127750
"MULTIPOLYGON (((271557.6981 2119593.7412,271357.6981 2119593.7412,271257.6981 2119766.9463,271357.6981 2119940.1513,271557.6981 2119940.1513,271657.6981 2119766.9463,271557.6981 2119593.7412)))",1,107,26800,68700,81300,97400,68700
"MULTIPOLYGON (((267357.6981 2119593.7412,267157.6981 2119593.7412,267057.6981 2119766.9463,267157.6981 2119940.1513,267357.6981 2119940.1513,267457.6981 2119766.9463,267357.6981 2119593.7412)))",2,108,24450,65200,82250,102600,65200
