FID,Property_T,Typology,Address,Locality_A,Latitude,longitude,SIZE__sq_f,Rent_INR_,Deposit_IN,RentPSF,DepositPSF
935,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,284,12000,30000,42.25352113,105.6338028
936,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
937,1 RK, Apartments,Saraf Chaudhary Nagar,Kandivali East,19.20824,72.86558,330,12000,35000,36.36363636,106.0606061
938,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,300,14000,30000,46.66666667,100
939,1 RK, Apartments,Saraf Chaudhary Nagar,Kandivali East,19.20824,72.86558,350,12000,40000,34.28571429,114.2857143
940,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
941,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
942,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
943,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
944,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,410,12000,60000,29.26829268,146.3414634
945,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
946,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
947,1 RK, Apartments,"SCN Sports Complex, Gaon Devi Road, Saraf Chaudhary Nagar",Kandivali East,19.20874,72.86449,330,12000,30000,36.36363636,90.90909091
948,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
949,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
950,1 RK, Apartments,Gokul Garden VWX,Kandivali East,19.20926,72.86115,330,12000,30000,36.36363636,90.90909091
951,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
952,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
953,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,240,12000,30000,50,125
954,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,13000,30000,46.42857143,107.1428571
955,1 RK, Apartments,"Saraf Chaudhary Nagar, Kandivali East",Kandivali East,19.20824,72.86558,350,12000,30000,34.28571429,85.71428571
956,1 RK, Apartments,"Nesco Colony, Goregaon East",Goregaon East,19.15027,72.85303,380,14000,50000,36.84210526,131.5789474
957,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,13000,30000,46.42857143,107.1428571
958,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,20000,36.84210526,52.63157895
959,1 RK, Apartments,"Saraf Chaudhary Nagar, Kandivali East",Kandivali East,19.20824,72.86558,350,12000,30000,34.28571429,85.71428571
960,1 RK, Apartments,"Saraf Chaudhary Nagar, Kandivali East",Kandivali East,19.20824,72.86558,350,12000,30000,34.28571429,85.71428571
961,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
962,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
963,1 RK, Apartments,"Saraf Chaudhary Nagar, Kandivali East",Kandivali East,19.20824,72.86558,350,12000,30000,34.28571429,85.71428571
964,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
965,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
966,1 RK, Apartments,Powai,Powai,19.1196773,72.9050809,250,13000,30000,52,120
967,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,20000,36.84210526,52.63157895
968,1 RK, Apartments,"Saraf Chaudhary Nagar, Kandivali East",Kandivali East,19.20824,72.86558,350,12000,30000,34.28571429,85.71428571
969,1 RK, Apartments,"Saraf Chaudhary Nagar, Kandivali East",Kandivali East,19.20824,72.86558,350,12000,30000,34.28571429,85.71428571
970,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
971,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,13000,30000,46.42857143,107.1428571
972,1 RK, Apartments,"Gokul Garden VWX, Kandivali East",Kandivali East,19.20926,72.86115,400,12000,50000,30,125
973,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,14000,50000,36.84210526,131.5789474
974,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,13000,30000,46.42857143,107.1428571
975,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,13000,30000,46.42857143,107.1428571
976,1 RK, Apartments,Saraf Chaudhary Nagar,Kandivali East,19.20824,72.86558,330,12000,30000,36.36363636,90.90909091
977,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13500,50000,35.52631579,131.5789474
978,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,13000,30000,46.42857143,107.1428571
979,1 RK, Apartments,"Saraf Chaudhary Nagar, Kandivali East",Kandivali East,19.20824,72.86558,330,12000,30000,36.36363636,90.90909091
980,1 RK, Apartments,Goregaon East,Goregaon East,19.1551485,72.8678551,350,13000,40000,37.14285714,114.2857143
981,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,13000,30000,46.42857143,107.1428571
982,1 RK, Apartments,"Gokul Garden VWX, Kandivali East",Kandivali East,19.20926,72.86115,310,12000,50000,38.70967742,161.2903226
983,1 RK, Apartments,"Bimbisar Nagar, Goregaon East",Goregaon East,19.1467053,72.8570866,350,13000,40000,37.14285714,114.2857143
984,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12700,30000,45.35714286,107.1428571
985,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
986,1 RK, Apartments,"Saraf Chaudhary Nagar, Kandivali East",Kandivali East,19.20824,72.86558,330,12000,30000,36.36363636,90.90909091
987,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
988,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12500,30000,44.64285714,107.1428571
989,1 RK, Apartments,"Swapnapuri Building Number 1,Thakur Village Road,Chikhal Wadi,Thakur Village,Kandivali East",Kandivali East,19.21412,72.87122,330,12000,40000,36.36363636,121.2121212
990,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
991,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,12500,30000,44.64285714,107.1428571
992,1 RK, Apartments,"Gokul Garden VWX, Kandivali East",Kandivali East,19.20926,72.86115,310,12000,50000,38.70967742,161.2903226
993,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12500,30000,44.64285714,107.1428571
994,1 RK, Apartments,NA,Thakur Village,19.2108,72.8747,225,12000,40000,53.33333333,177.7777778
995,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,40000,34.21052632,105.2631579
996,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,40000,34.21052632,105.2631579
997,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12500,30000,44.64285714,107.1428571
998,1 RK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,330,12000,30000,36.36363636,90.90909091
999,1 RK, Apartments,"Thakur Village, Kandivali East",Kandivali East,19.21083,72.87474,350,12000,40000,34.28571429,114.2857143
1000,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12500,30000,44.64285714,107.1428571
1001,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
1002,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
1003,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12000,30000,42.85714286,107.1428571
1004,1 RK, Apartments,NA,Thakur Village,19.2108,72.8747,260,12000,50000,46.15384615,192.3076923
1005,1 RK, Apartments,"NESCO IT Park, NH 8, NESCO, Goregaon East",Goregaon East,19.15259,72.85571,380,13000,50000,34.21052632,131.5789474
1006,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12000,30000,42.85714286,107.1428571
1007,1 RK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,330,11800,25000,35.75757576,75.75757576
1008,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12000,30000,42.85714286,107.1428571
1009,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,350,13000,40000,37.14285714,114.2857143
1010,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,380,11800,30000,31.05263158,78.94736842
1011,1 RK, Apartments,"NESCO IT Park, NH 8, NESCO, Goregaon East",Goregaon East,19.15259,72.85571,380,13000,50000,34.21052632,131.5789474
1012,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12000,30000,42.85714286,107.1428571
1013,1 RK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,350,11800,30000,33.71428571,85.71428571
1014,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
1015,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,12000,30000,42.85714286,107.1428571
1016,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,330,11700,25000,35.45454545,75.75757576
1017,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
1018,1 RK, Apartments,"Chandivali Road, MHADA Colony, Chandivali, Powai",Chandivali,19.10749,72.90176,280,11500,30000,41.07142857,107.1428571
1019,1 RK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,350,11500,30000,32.85714286,85.71428571
1020,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,11500,30000,41.07142857,107.1428571
1021,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
1022,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,380,11500,30000,30.26315789,78.94736842
1023,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,11000,30000,39.28571429,107.1428571
1024,1 RK, Apartments,GOREGAON E,Goregaon East,19.07598,72.87766,380,13000,40000,34.21052632,105.2631579
1025,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,283,11500,35000,40.6360424,123.6749117
1026,1 RK, Apartments,"Chandivali Mhada Colony, MHADA Colony, Chandivali, Powai",Chandivali,19.11134,72.89669,280,11000,30000,39.28571429,107.1428571
1027,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,25000,34.21052632,65.78947368
1028,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,240,11500,30000,47.91666667,125
1029,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,40000,34.21052632,105.2631579
1030,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,11000,30000,39.28571429,107.1428571
1031,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,330,11500,30000,34.84848485,90.90909091
1032,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,40000,34.21052632,105.2631579
1033,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,11000,30000,39.28571429,107.1428571
1034,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,290,11500,30000,39.65517241,103.4482759
1035,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,11000,30000,39.28571429,107.1428571
1036,1 RK, Apartments,NA,Thakur Village,19.2108,72.8747,225,11500,35000,51.11111111,155.5555556
1037,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
1038,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,10500,25000,37.5,89.28571429
1039,1 RK, Apartments,"Swapnapuri Building Number 1,Thakur Village Road,Chikhal Wadi,Thakur Village,Kandivali East",Kandivali East,19.21395,72.87113,280,11500,30000,41.07142857,107.1428571
1040,1 RK, Apartments,goregaon e,Goregaon East,19.07598,72.87766,380,13000,40000,34.21052632,105.2631579
1041,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,10500,30000,37.5,107.1428571
1042,1 RK, Apartments,goregaon e,Goregaon East,19.07598,72.87766,380,13000,40000,34.21052632,105.2631579
1043,1 RK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,330,11500,20000,34.84848485,60.60606061
1044,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,25000,34.21052632,65.78947368
1045,1 RK, Apartments,SWAPNAPURTI KANDIVALI EAST,Kandivali East,19.07598,72.87766,225,11500,35000,51.11111111,155.5555556
1046,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,13000,50000,34.21052632,131.5789474
1047,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,350,11300,30000,32.28571429,85.71428571
1048,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,12500,50000,32.89473684,131.5789474
1049,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,330,11200,30000,33.93939394,90.90909091
1050,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,12500,50000,32.89473684,131.5789474
1051,1 RK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,330,11000,20000,33.33333333,60.60606061
1052,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,12500,40000,32.89473684,105.2631579
1053,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,350,11000,30000,31.42857143,85.71428571
1054,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,12500,50000,32.89473684,131.5789474
1055,1 RK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,330,11000,30000,33.33333333,90.90909091
1056,1 RK, Apartments,"7-A,Dattani Park Road,Dattani Park,Thakur Village,Kandivali East",Kandivali East,19.21265,72.86965,250,11000,30000,44,120
1057,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,12500,50000,32.89473684,131.5789474
1058,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,12000,40000,31.57894737,105.2631579
1059,1 RK, Apartments,"24,Gokul Towers Road,Thakur Village,Dattani Park,Thakur Village,Kandivali East",Kandivali East,19.21035,72.87028,250,11000,30000,44,120
1060,1 RK, Apartments,Goregaon East,Goregaon East,19.15515,72.86786,380,12000,40000,31.57894737,105.2631579
1061,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,240,11000,30000,45.83333333,125
1062,1 RK, Apartments,"The Hub Mall, Cama Industrial Estate, Goregaon East",Goregaon East,19.1548,72.85625,380,12000,50000,31.57894737,131.5789474
1063,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,282,11000,40000,39.0070922,141.8439716
1064,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,380,11000,30000,28.94736842,78.94736842
1065,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,290,11000,30000,37.93103448,103.4482759
1066,1 RK, Apartments,Kandivali East,Kandivali East,19.2114533,72.8737217,330,11000,30000,33.33333333,90.90909091
1067,1 RK, Apartments,"Dattani Park, Thakur Village, Kandivali East",Kandivali East,19.21156,72.86868,300,11000,30000,36.66666667,100
1068,1 RK, Apartments,"Swapnapuri Building Number 1,Thakur Village Road,Chikhal Wadi,Thakur Village,Kandivali East",Kandivali East,19.21425,72.87112,280,11000,30000,39.28571429,107.1428571
1069,1 RK, Apartments,NA,Thakur Village,19.2108,72.8747,225,11000,30000,48.88888889,133.3333333
1070,1 RK, Apartments,swapnapurti biding,Kandivali East,19.07598,72.87766,250,11000,30000,44,120
1071,1 RK, Apartments,"Thakur Village, Kandivali East",Kandivali East,19.21083,72.87474,350,11000,35000,31.42857143,100
1072,1 RK, Apartments,Gokul Garden VWX,Kandivali East,19.21145,72.87372,300,11000,30000,36.66666667,100
1073,1 RK, Apartments,NA,Thakur Village,19.2108,72.8747,225,10500,30000,46.66666667,133.3333333
1074,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,281,10500,40000,37.36654804,142.3487544
1075,1 RK, Apartments,swaonapurti thakur village kandivali east,Kandivali East,19.07598,72.87766,330,10500,30000,31.81818182,90.90909091
1076,1 RK, Apartments,"Swapnapuri Building Number 1,Thakur Village Road,Chikhal Wadi,Thakur Village,Kandivali East",Kandivali East,19.21428,72.87112,330,10000,40000,30.3030303,121.2121212
1077,1 RK, Apartments,NA,Kandivali East,19.2115,72.8737,280,10000,30000,35.71428571,107.1428571
1078,1 RK, Apartments,sahas kandivali east,Kandivali East,19.07598,72.87766,300,10000,30000,33.33333333,100
1079,1 RK, Apartments,NA,Thakur Village,19.2108,72.8747,225,10000,30000,44.44444444,133.3333333
1080,1 RK, Apartments,sahas chs ltd thakur village kandivali east,Kandivali East,19.07598,72.87766,250,10000,30000,40,120
1081,1 RK, Apartments,jinal,Kandivali East,19.07598,72.87766,280,10000,50000,35.71428571,178.5714286
1082,1 RK, Apartments,"Thakur Complex, Kandivali East",Kandivali East,19.20954,72.86411,400,10000,50000,25,125
1083,1 RK, Apartments,"Dheeraj Ganga Apartments, Chincholi Bunder Road, Chincholi Bunder, Malad West",Malad West,19.17976,72.83968,300,16000,50000,53.33333333,166.6666667
1084,1 RK, Apartments,NA,Chembur East,19.07598,72.87766,350,13000,26000,37.14285714,74.28571429
1085,1 RK, Apartments,Andheri East,Andheri East,19.11549,72.8727,350,15000,30000,42.85714286,85.71428571
1086,1 RK, Apartments,Sunder Nagar.,Malad West,19.07598,72.87766,300,13000,30000,43.33333333,100
1087,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,300,20000,70000,66.66666667,233.3333333
1088,1 RK, Apartments,"Bldg no D/32, room no 1, RMMS COLONY, Gokuldham",Goregaon East,19.07598,72.87766,325,14000,50000,43.07692308,153.8461538
1089,1 RK, Apartments,Bandra East,Bandra East,19.06053,72.84935,100,17000,40000,170,400
1090,1 RK, Apartments,"21,Dadabhai Road,Pond Gaothan,Navpada,Kamala Nagar,Vile Parle West",Vile Parle West,19.10604,72.83995,200,13000,100000,65,500
1091,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,14000,30000,50,107.1428571
1092,1 RK, Apartments,"Bldg no D/30, room no 1, RMMS COLONY, Gokuldham",Goregaon East,19.07598,72.87766,350,12000,35000,34.28571429,100
1093,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,14000,30000,50,107.1428571
1094,1 RK, Apartments,"Chandivali, Powai",Chandivali,19.10749,72.90176,280,14000,30000,50,107.1428571
